seq_index;Pgen_estimate
2298;8.20719e-18
2296;4.11433e-11
2295;2.67426e-10
2293;3.50853e-10
2297;1.85837e-10
2291;1.02862e-12
2292;6.95836e-13
2294;3.65245e-10
2290;3.00923e-12
2288;4.58381e-10
2287;2.22712e-10
2289;2.07554e-10
2284;8.76045e-12
2285;8.38278e-12
2281;7.56056e-12
2282;1.88504e-19
2279;1.50178e-10
2278;4.3065e-14
2277;9.92948e-13
2276;1.57684e-09
2275;1.51652e-09
2280;2.6095e-17
2273;1.89597e-08
2283;4.25372e-20
2272;8.43291e-10
2274;1.90567e-10
2300;3.61386e-18
2286;7.83084e-14
2271;5.03517e-10
2270;4.53749e-13
2269;4.18211e-10
2267;6.28452e-11
2264;1.51559e-14
2266;1.121e-08
2260;nan
2265;1.0091e-11
2263;3.43381e-14
2268;9.01713e-11
2262;4.12289e-20
2365;1.99341e-26
2261;1.68788e-15
2299;1.52102e-21
2254;1.347e-15
2257;1.67105e-15
2258;2.2332e-15
2255;3.57276e-17
2259;2.06447e-12
2250;2.49246e-14
2251;4.5e-11
2252;1.74044e-12
2256;2.34957e-14
2249;3.4487e-10
2247;1.08964e-10
2253;3.73692e-16
2245;7.945e-13
2243;4.91245e-15
2246;2.15508e-14
2239;1.13791e-12
2244;5.05278e-13
2248;8.46267e-14
2240;4.2155e-12
2236;5.46521e-14
2234;1.02156e-12
2237;4.35829e-12
2235;1.41556e-15
2241;3.0019e-16
2233;5.80378e-15
2228;4.09304e-11
2229;2.61322e-12
2232;3.96133e-13
2225;9.14195e-14
2224;8.22049e-12
2242;1.56373e-17
2226;1.91034e-19
2238;3.33813e-14
2223;1.72526e-17
2231;4.6096e-15
2222;2.72023e-14
2221;8.1578e-18
2217;5.0691e-13
2220;1.25168e-16
2219;4.57642e-14
2212;6.66067e-13
2216;1.59192e-13
2227;2.41921e-17
2214;1.91651e-14
2213;7.36518e-16
2215;4.05307e-16
2210;2.85377e-14
2208;2.2819e-12
2209;1.98105e-14
2206;1.03657e-10
2205;1.4285e-11
2218;4.16626e-17
2204;2.44973e-11
2211;1.22791e-30
2201;1.74916e-12
2198;4.05853e-11
2203;2.34808e-15
2195;nan
2200;3.71007e-12
2193;nan
2202;3.76921e-12
2194;8.05453e-14
2199;1.64687e-17
2197;1.17042e-12
2191;4.22597e-12
2188;8.73265e-13
2190;7.54777e-12
2192;1.54968e-13
2189;3.99256e-13
2185;1.04646e-11
2207;1.03406e-17
2187;9.90718e-13
2186;6.63379e-12
2183;2.24168e-12
2184;9.85587e-14
2181;1.5452e-10
2182;5.7413e-12
2177;8.68758e-12
2178;7.95968e-14
2180;5.22474e-13
2173;6.40508e-13
2175;1.70631e-14
2176;9.92085e-12
2171;1.50192e-13
2174;9.28717e-11
2179;1.17867e-16
2172;1.23823e-11
2169;4.05423e-13
2167;8.93309e-17
2168;9.4368e-12
2164;3.27043e-11
2170;1.53937e-14
2166;5.16608e-15
2163;1.42635e-11
2160;5.18949e-12
2158;3.94217e-13
2157;2.02879e-13
2156;2.63015e-13
2161;5.45146e-12
2196;3.01657e-24
2162;4.00948e-14
2153;5.43506e-13
2155;8.08505e-13
2152;1.07201e-13
2165;1.31091e-16
2147;6.67634e-12
2149;2.96954e-11
2159;1.11218e-14
2148;1.41312e-15
2150;1.07126e-12
2146;5.41138e-13
2145;3.99538e-12
2141;1.08215e-11
2142;5.40256e-12
2144;3.47031e-10
2154;4.27147e-18
2140;1.11822e-11
2143;8.58046e-15
2138;8.18305e-12
2151;3.33322e-15
2136;1.02448e-12
2139;4.14622e-11
2137;3.68e-17
2130;1.39674e-13
2135;3.33554e-16
2132;9.79315e-14
2129;6.14653e-13
2134;7.80123e-13
2128;2.35136e-13
2133;1.84749e-13
2126;5.8742e-13
2121;6.00177e-20
2123;8.69068e-25
2131;4.29003e-15
2127;7.51265e-15
2124;8.85254e-12
2125;1.21157e-11
2122;1.02961e-15
2117;5.19849e-14
2116;1.9442e-18
2118;1.44711e-35
2115;1.73665e-18
2112;5.26916e-13
2114;2.08484e-15
2109;3.61921e-17
2111;2.55373e-20
2110;2.8116e-15
2113;2.44546e-18
2106;5.1316e-14
2107;4.49597e-11
2108;4.49292e-15
2103;1.917e-12
2120;5.50252e-18
2105;3.80757e-15
2100;8.71877e-14
2104;2.87344e-13
2119;1.75289e-21
2102;1.65751e-14
2098;5.55573e-13
2097;1.18053e-19
2094;2.97536e-12
2101;1.53064e-14
2096;8.87987e-15
2093;4.73661e-15
2099;7.89218e-19
2091;7.29367e-18
2095;1.77813e-18
2087;3.18281e-16
2090;3.79417e-18
2089;7.94899e-18
2085;1.94332e-14
2086;2.75179e-16
2088;1.52318e-18
2092;1.28672e-20
2081;5.14475e-20
2084;1.14326e-18
2082;7.12905e-18
2080;5.06564e-15
2078;1.42817e-12
2074;9.63251e-15
2075;9.42469e-12
2076;1.90927e-20
2077;2.05109e-18
2079;7.60859e-12
2072;1.79192e-11
2073;7.97798e-15
2070;1.51066e-15
2067;2.10101e-15
2068;4.15319e-19
2069;5.01814e-18
2071;1.75e-14
2083;7.34757e-24
2066;2.52511e-14
2063;5.50046e-23
2062;1.86591e-20
2061;1.45289e-14
2230;3.94294e-28
2059;3.57776e-15
2057;8.37414e-13
2060;2.61874e-19
2065;2.70558e-17
2058;6.6164e-14
2056;8.20946e-17
2053;9.3622e-16
2049;2.27266e-12
2055;1.91045e-16
2051;4.10727e-21
2064;3.16719e-17
2047;1.49196e-14
2050;1.14677e-16
2045;1.05141e-11
2043;7.76973e-19
2048;3.4526e-13
2041;4.71616e-13
2040;4.61521e-11
2052;1.82308e-22
2044;3.26608e-18
2036;2.63123e-16
2046;1.35447e-17
2042;2.41472e-19
2039;1.33322e-10
2032;2.26217e-12
2035;1.66129e-11
2033;6.54105e-17
2037;7.55315e-11
2038;2.67631e-10
2034;1.08033e-11
2028;9.89822e-12
2026;2.90666e-13
2023;4.19647e-12
2025;1.06276e-15
2024;3.26307e-15
2030;2.84121e-18
2022;4.77038e-13
2020;9.25422e-11
2021;1.45244e-12
2027;3.25721e-18
2015;3.60671e-12
2017;1.83881e-15
2014;1.70844e-09
2019;8.88668e-14
2031;1.18085e-20
2018;3.33818e-17
2016;4.47649e-12
2012;4.98619e-11
2010;5.15434e-16
2009;1.50429e-12
2013;1.07151e-11
2008;6.53568e-12
2006;2.38375e-12
2007;4.32119e-13
2054;6.77642e-21
2011;8.26669e-14
2002;4.56666e-11
2004;6.2139e-12
1999;8.68493e-14
2005;7.01672e-16
1998;2.7868e-11
2003;1.32347e-14
1997;6.52721e-11
2000;3.72358e-12
2029;6.45249e-22
1996;1.64066e-12
2001;7.22855e-16
1992;4.50907e-14
1989;3.40788e-13
1994;2.99152e-15
1993;1.04653e-14
1987;3.41757e-12
1995;1.63435e-14
1986;8.42584e-13
1991;1.15416e-17
1990;3.15584e-14
1983;1.90876e-24
1985;4.03524e-14
1984;3.84578e-15
1988;1.93074e-16
1980;1.07635e-15
1981;5.64567e-14
1978;6.32495e-12
1975;1.6606e-12
1972;3.35081e-10
1979;2.33226e-10
1977;1.32814e-11
1973;1.12348e-11
1974;1.89836e-12
1976;2.84871e-15
1982;4.04704e-19
1966;2.38166e-12
1971;1.45777e-13
1963;2.53956e-16
1970;3.21651e-11
1965;1.00041e-13
1968;1.68173e-14
1967;1.33906e-13
1964;4.04617e-16
1961;2.70941e-14
1958;8.4624e-14
1960;4.47923e-14
1962;9.29809e-13
1959;4.10347e-13
1955;5.45016e-13
1954;2.868e-12
1952;2.25316e-11
1953;9.89592e-12
1957;2.09503e-14
1956;7.91615e-12
1969;2.14317e-14
1950;1.05193e-13
1949;1.58181e-15
1951;3.94287e-14
1945;2.9093e-11
1947;1.08607e-15
1946;1.55208e-13
1943;4.02787e-15
1939;1.76676e-11
1944;5.12284e-16
1942;1.87518e-17
1941;3.05883e-14
1936;2.83541e-12
1938;8.63308e-15
1934;8.84708e-13
1937;6.85775e-13
1948;1.32399e-17
1932;4.1443e-14
1940;6.60102e-19
1930;1.12235e-13
1933;5.52648e-15
1931;3.64637e-11
1935;1.31321e-13
1924;1.09083e-11
1928;1.34194e-10
1929;4.62002e-13
1923;6.21883e-16
1925;2.7931e-12
1922;8.5958e-12
1926;7.74858e-11
1927;9.61778e-11
1917;3.54558e-13
1921;9.43938e-12
1920;1.05848e-10
1913;2.68037e-13
1915;8.64228e-11
1919;5.70068e-14
1918;3.37904e-13
1912;1.37789e-09
1910;1.52462e-11
1916;2.95727e-15
1911;1.65938e-11
1905;1.62824e-10
1909;6.62355e-12
1906;3.97902e-12
1914;1.45719e-16
1903;1.27797e-13
1902;4.29267e-12
1907;4.61405e-14
1904;1.28231e-16
1899;4.8671e-12
1901;2.42613e-12
1908;6.13912e-11
1900;1.74601e-12
1898;7.14881e-11
1896;2.26243e-11
1897;4.05794e-15
1892;1.62129e-11
1894;1.29742e-12
1891;4.70379e-11
1895;5.80935e-15
1890;6.70973e-15
1889;2.64156e-13
1888;2.59307e-11
1893;2.33992e-17
1882;3.26603e-11
1884;1.16527e-11
1886;3.71802e-10
1881;5.39864e-16
1883;1.0752e-10
1885;2.33045e-11
1880;6.76138e-15
1879;4.93579e-13
1878;1.25469e-14
1875;1.35667e-13
1876;1.08337e-15
1874;1.61772e-14
1871;8.01864e-14
1887;2.95635e-16
1873;1.3235e-18
1870;2.1335e-15
1867;1.24641e-10
1872;2.68819e-13
1868;1.31672e-11
1869;3.9175e-12
1866;1.86396e-12
1877;3.27048e-14
1862;1.91774e-12
1864;8.20491e-12
1863;1.9917e-10
1865;4.31125e-17
1854;2.26355e-12
1861;1.09459e-14
1859;1.61995e-14
1856;5.26775e-14
1857;2.28421e-13
1860;4.2467e-13
1853;2.45446e-13
1849;7.11114e-13
1855;3.48501e-15
1850;2.96927e-12
1847;1.82748e-11
1851;1.61759e-16
1858;1.51999e-16
1852;3.56325e-17
1846;1.07961e-15
1844;6.65257e-16
1841;3.79728e-14
1845;2.45511e-11
1843;1.56506e-11
1835;9.26787e-12
1842;7.07558e-15
1838;1.34339e-11
1839;9.11963e-14
1836;2.33119e-13
1848;4.46752e-14
1840;3.23211e-14
1829;1.61596e-12
1832;1.86604e-12
1834;5.92719e-14
1833;1.83908e-12
1826;9.69636e-13
1827;2.40991e-12
1831;1.02705e-16
1828;2.38926e-19
1837;1.08512e-14
1830;2.50206e-13
1823;3.53756e-12
1824;1.15347e-10
1825;2.99386e-15
1822;5.81217e-11
1820;7.75718e-12
1819;4.44492e-13
1821;1.3006e-11
1817;1.64678e-10
1818;1.86237e-14
1816;3.91298e-11
1808;6.06709e-14
1807;4.18615e-14
1806;9.46929e-18
1815;1.03756e-11
1812;3.47628e-11
1814;4.93941e-16
1804;1.41484e-12
1813;7.32488e-13
1805;7.26924e-29
1801;7.35456e-14
1800;6.18924e-18
1811;8.62388e-13
1803;1.68815e-15
1799;4.50347e-14
1810;2.95178e-16
1797;1.38672e-10
1795;5.1859e-12
1798;2.23464e-14
1796;1.03802e-14
1802;1.77426e-15
1794;1.01795e-10
1790;2.8971e-11
1792;1.29771e-11
1793;8.28277e-13
1809;6.23491e-14
1791;1.5643e-13
1789;1.61815e-10
1787;3.40135e-11
1782;2.87355e-11
1788;4.33638e-10
1784;6.05287e-12
1786;1.00599e-14
1779;5.02669e-11
1781;3.41518e-11
1778;5.53564e-11
1780;7.59547e-12
1783;7.09558e-14
1785;1.93217e-17
1777;6.40878e-12
1773;3.66986e-12
1774;8.17036e-13
1772;2.11847e-14
1775;6.85612e-11
1770;3.25696e-11
1769;2.92799e-11
1767;7.14231e-11
1764;1.31808e-10
1771;1.24787e-12
1766;1.71561e-15
1768;8.8692e-13
1776;2.08758e-11
1762;1.94328e-10
1763;6.39743e-13
1765;2.23284e-11
1759;5.15141e-13
1761;1.04295e-10
1760;2.20076e-11
1753;5.83522e-12
1756;2.86022e-11
1758;1.19044e-13
1754;1.31544e-13
1751;1.23587e-11
1750;7.86816e-10
1757;4.5993e-13
1752;6.10219e-11
1755;8.20578e-15
1748;8.16077e-10
1746;4.89963e-12
1747;3.37304e-10
1743;2.66891e-12
1749;5.15963e-13
1745;8.61911e-12
1744;5.56447e-11
1740;1.01346e-09
1742;2.52458e-10
1739;1.30875e-10
1735;6.09933e-12
1737;6.0871e-11
1736;1.0434e-12
1738;2.82717e-09
1741;1.27478e-11
1733;1.74982e-16
1731;3.41951e-10
1730;1.8595e-11
1734;1.84557e-11
1732;8.76441e-15
1729;2.29212e-13
1723;1.07585e-16
1727;1.53424e-10
1728;6.36793e-10
1726;7.77269e-14
1725;2.7547e-11
1722;4.03837e-12
1724;4.64916e-11
1721;1.91737e-12
1716;7.90708e-15
1717;5.3277e-12
1715;4.1762e-12
1718;1.02018e-12
1714;8.73282e-14
1720;1.04237e-13
1712;2.04727e-10
1711;4.31808e-12
1706;4.85872e-15
1708;3.53232e-11
1713;7.39193e-17
1709;9.82571e-13
1704;1.0949e-11
1707;2.40878e-12
1710;4.29738e-20
1703;8.6605e-12
1705;2.31496e-11
1702;9.08701e-13
1700;6.01039e-15
1701;3.06478e-12
1719;8.51853e-13
1696;4.74592e-12
1695;1.2831e-11
1697;1.6838e-11
1699;9.11578e-13
1691;2.23052e-14
1698;4.66554e-16
1693;1.86429e-15
1688;3.98885e-13
1690;3.81886e-14
1686;2.26644e-14
1689;4.07533e-17
1694;1.8564e-14
1687;1.04281e-14
1685;1.12745e-12
1681;5.23471e-13
1680;1.3632e-12
1684;2.31482e-12
1683;5.68756e-12
1678;1.05674e-11
1682;4.28276e-12
1677;8.23398e-14
1692;1.22177e-16
1676;1.26123e-11
1673;2.74135e-10
1671;9.08105e-10
1674;4.37548e-14
1675;1.92133e-15
1669;1.02522e-09
1679;6.5886e-13
1672;1.62897e-11
1663;2.89481e-11
